Policy Number,Policy Status,Age,Gender,Home Language,Family Status,Gross Household Income,Gross Income,Monthly Premium Original,Monthly Premium,Dfference between Household and Personal Income,Salary Day,Debit order day,Education,Occupation,Province,Postal Code,Policy Affordability %,Policy Affordability % Band,Response Outcome,Take Up Outcome,Contract Status,Collection Count
22229,Cancelled,44,Male,Zulu,Married,25000,25000,0,0,0,31,31,Degree,Manager - Transport - Administration Only,Free State,0,0.036,2.5 - 5%,1,0,0,0
22230,Cancelled,40,Male,Xhosa,Single,5000,5000,0,0,0,30,31,No Matric,Plumber,Eastern Cape,0,0.09,5% +,1,0,0,0
22231,Installed,33,Male,English,Married,20000,15000,237,237,5000,27,27,Certificate,Retail Shop Manager,KwaZulu-Natal,3201,0.012,0 - 1.5%,1,1,1,5
22232,Cancelled,41,Female,Xhosa,Single,3800,3200,0,0,600,31,31,No Matric,Domestic Cleaner,Eastern Cape,6242,0.034,2.5 - 5%,1,1,0,1
22233,Cancelled,24,Male,Zulu,Single,5000,5000,0,0,0,27,26,Diploma,Sales Representative,KwaZulu-Natal,0,0.054,5% +,1,1,0,1
22234,Installed,29,Male,Sotho,Single,26000,26000,350,305,0,25,26,Diploma,Software Engineer,Gauteng,152,0.012,0 - 1.5%,1,1,1,1
22235,Cancelled,49,Female,Sotho,Married,14000,6000,0,0,8000,31,15,Matric,Shop Trader,Gauteng,2091,0.02,1.5 - 2.5%,1,0,0,0
22236,Installed,29,Male,Afrikaans,Single,3150,3150,204,204,0,31,1,No Matric,Alarm Installer,Eastern Cape,6312,0.065,5% +,1,1,1,5
22237,Cancelled,29,Female,Xhosa,Married,35000,19000,0,0,16000,31,1,Diploma,Nurse,KwaZulu-Natal,0,0.011,0 - 1.5%,1,0,0,0
22238,Installed,43,Female,English,Divorced,28000,28000,368,368,0,25,25,Matric,Insurance Office Manager,Gauteng,0,0.013,0 - 1.5%,1,1,1,6
22239,Cancelled,50,Female,Afrikaans,Divorced,5000,5000,0,0,0,3,3,Matric,Child Care Worker,Gauteng,1401,0.05,5% +,1,1,0,1
22240,Installed,26,Female,Sepedi,Single,12000,12000,172,172,0,31,1,Diploma,Telephone Operator,Gauteng,742,0.028,2.5 - 5%,1,1,1,6
22241,Installed,31,Male,Xhosa,Married,5100,5100,194,194,0,15,1,No Matric,Lorry Driver,Western Cape,0,0.038,2.5 - 5%,1,1,1,6
22242,Installed,48,Female,English,Single,35000,35000,1473,1473,0,2,1,Certificate,Car Dealer,Gauteng,0,0.042,2.5 - 5%,1,1,1,6
22243,Cancelled,49,Female,Afrikaans,Married,26556,11556,0,0,15000,25,1,Matric,Practice Manager,Free State,0,0.005,0 - 1.5%,1,0,0,0
22244,Installed,31,Male,Zulu,Married,18500,14500,344,344,4000,20,20,Matric,Customer Service Clerk,Mpumalanga,0,0.019,1.5 - 2.5%,1,1,1,5
22245,Installed,60,Female,Swati,Widowed,44315,44315,622,622,0,22,30,Postgraduate,Headteacher,Mpumalanga,0,0.014,0 - 1.5%,1,1,1,6
22246,Installed,34,Female,Zulu,Single,40000,40000,222,222,0,25,28,Degree,Book Keeper,KwaZulu-Natal,0,0.006,0 - 1.5%,1,0,1,0
22247,Installed,36,Male,Zulu,Married,32000,32000,513,513,0,15,15,Diploma,Architect,Mpumalanga,0,0.016,1.5 - 2.5%,1,1,1,6
22248,Installed,39,Female,Afrikaans,Single,12800,12800,221,221,0,26,28,Matric,Production Manager,Western Cape,0,0.017,1.5 - 2.5%,1,1,1,5
22249,Cancelled,25,Male,Xhosa,Single,5000,5000,0,0,0,31,1,No Matric,Butcher Shop Staff,Western Cape,0,0.099,5% +,1,0,0,0
22250,Installed,32,Male,Zulu,Married,34000,23000,261,266,11000,25,25,Matric,Mechanic,KwaZulu-Natal,0,0.008,0 - 1.5%,1,1,1,5
22251,Cancelled,31,Male,Afrikaans,Single,6500,6500,0,0,0,31,15,Matric,Deep Sea Fisherman,Western Cape,0,0.061,5% +,1,0,0,0
22252,Installed,29,Male,Zulu,Single,25000,25000,565,565,0,7,7,Certificate,Site Manager,Gauteng,0,0.023,1.5 - 2.5%,1,1,1,6
22253,Installed,55,Female,Afrikaans,Married,30000,8500,285,285,21500,25,25,No Matric,Administration Clerk,Gauteng,0,0.01,0 - 1.5%,1,1,1,5
22254,Installed,34,Female,Sotho,Married,16800,16800,99,99,0,1,5,Matric,Property Owner,Gauteng,1935,0.006,0 - 1.5%,1,1,1,6
22255,Cancelled,53,Male,Xhosa,Married,16045,16045,0,0,0,25,25,No Matric,Logistics Controller,Gauteng,0,0.036,2.5 - 5%,1,0,0,0
22256,Installed,50,Male,Afrikaans,Married,70000,70000,1254,788,0,1,31,Matric,Hawker,Western Cape,0,0.011,0 - 1.5%,1,1,1,1
22257,Installed,28,Male,English,Single,4200,4200,158,158,0,31,1,Diploma,Restaurant Chef,Western Cape,8000,0.038,2.5 - 5%,1,1,1,5
22258,Cancelled,43,Male,Zulu,Married,50000,29000,0,0,21000,31,25,Postgraduate,Factory Maintenance Manager,KwaZulu-Natal,0,0.004,0 - 1.5%,1,0,0,0
22259,Cancelled,60,Male,English,Married,50000,50000,0,0,0,31,1,Matric,Business Manager,Gauteng,2198,0.003,0 - 1.5%,1,0,0,0
22260,Installed,33,Female,Sotho,Single,21666,21666,241,241,0,20,20,Diploma,Data Processing Officer,Gauteng,0,0.011,0 - 1.5%,1,1,1,7
22261,Cancelled,38,Male,Setswana,Married,8000,8000,0,0,0,31,31,Matric,Warehouseman - Fork Lift Truck Driving,North West,299,0.086,5% +,1,0,0,0
22262,Cancelled,44,Male,Xhosa,Married,34000,22000,0,0,12000,31,1,Diploma,School Teacher,KwaZulu-Natal,2297,0.004,0 - 1.5%,1,0,0,0
22263,Cancelled,38,Female,Afrikaans,Married,3000,3000,0,0,0,1,1,Matric,Beauty Therapist,Limpopo,0,0.085,5% +,1,0,0,0
22264,Installed,51,Male,Afrikaans,Divorced,7800,7800,261,150,0,1,1,No Matric,Delivery Driver,Eastern Cape,6220,0.019,1.5 - 2.5%,1,1,1,1
22265,Installed,25,Male,Zulu,Single,6840,6840,154,113,0,31,25,Matric,Motor Fitter,KwaZulu-Natal,4068,0.017,1.5 - 2.5%,1,1,1,5
22266,Cancelled,32,Male,Zulu,Married,21000,8000,0,0,13000,1,1,Degree,Call Centre Staff,Gauteng,1804,0.011,0 - 1.5%,1,1,0,1
22267,Installed,64,Female,Afrikaans,Widowed,8809,8809,470,470,0,25,25,No Matric,Retired,Mpumalanga,0,0.053,5% +,1,1,1,6
22268,Cancelled,43,Male,Afrikaans,Married,3300,3300,0,0,0,31,31,No Matric,Driver Construction,Western Cape,7646,0.05,2.5 - 5%,1,0,0,0
22269,Cancelled,51,Female,Setswana,Married,17000,11000,0,0,6000,31,31,Diploma,Human Resources Officer,Free State,0,0.016,1.5 - 2.5%,1,0,0,0
22270,Installed,38,Female,Afrikaans,Single,23000,23000,213,213,0,15,20,Matric,Financial Adviser,Eastern Cape,0,0.009,0 - 1.5%,1,1,1,6
22271,Installed,52,Male,English,Married,23000,12955,324,324,10045,31,1,Matric,Motor Fleet Manager,KwaZulu-Natal,0,0.014,0 - 1.5%,1,1,1,6
22272,Installed,54,Female,Zulu,Single,20000,20000,146,146,0,15,15,Certificate,Unemployed,KwaZulu-Natal,0,0.007,0 - 1.5%,1,1,1,6
22273,Installed,58,Female,English,Married,4000,4000,201,201,0,31,1,Matric,Housewife,Gauteng,1401,0.05,5% +,1,1,1,6
22274,Installed,57,Female,Afrikaans,Married,72256,22256,300,300,50000,1,6,Degree,Admin Clerk,Eastern Cape,5900,0.004,0 - 1.5%,1,1,1,2
22275,Installed,49,Female,Venda,Married,26500,9500,389,389,17000,15,31,Matric,Area Manager,Limpopo,0,0.015,0 - 1.5%,1,1,1,5
22276,Cancelled,21,Female,Sotho,Single,1600,1600,0,0,0,31,1,No Matric,Unemployed,Gauteng,1421,0.169,5% +,1,0,0,0
22277,Installed,49,Female,English,Single,6900,6900,182,182,0,31,31,No Matric,Child Care Worker,Western Cape,0,0.026,2.5 - 5%,1,1,1,6
22278,Cancelled,48,Male,Zulu,Single,36000,36000,0,0,0,28,8,Diploma,Salesman,Gauteng,0,0.043,2.5 - 5%,1,1,0,2
22279,Cancelled,39,Female,Zulu,Divorced,42000,34000,0,0,8000,25,31,Postgraduate,Laboratory Chemist,Gauteng,0,0.008,0 - 1.5%,1,0,0,0
22280,Cancelled,39,Male,Swati,Married,20000,10000,0,0,10000,25,31,Matric,Debt Collector - Office Based,Mpumalanga,0,0.021,1.5 - 2.5%,1,0,0,0
22281,Installed,50,Male,Xhosa,Married,45000,45000,395,395,0,25,25,Postgraduate,Computer Systems Analyst,Gauteng,1666,0.009,0 - 1.5%,1,1,1,4
22282,Installed,34,Female,Setswana,Married,40000,19000,333,333,21000,27,27,Matric,Machine Maintenance Worker,Gauteng,0,0.008,0 - 1.5%,1,1,1,6
22283,Cancelled,32,Male,Sotho,Married,35750,30750,0,0,5000,31,1,Diploma,Civil Engineer,Gauteng,0,0.009,0 - 1.5%,1,0,0,0
22284,Installed,43,Male,Xhosa,Married,30000,14500,303,303,15500,15,15,No Matric,Police Officer,Gauteng,0,0.01,0 - 1.5%,1,1,1,6
22285,Cancelled,40,Male,Zulu,Married,12000,12000,0,0,0,31,31,Matric,Machine Fitter,Gauteng,0,0.021,1.5 - 2.5%,1,1,0,2
22286,Installed,51,Male,Zulu,Married,19000,15000,117,117,4000,31,31,Postgraduate,School Teacher,Gauteng,0,0.014,0 - 1.5%,1,1,1,5
22287,Installed,39,Female,Afrikaans,Married,17000,17000,197,197,0,1,1,Diploma,Accountant Auditor,Gauteng,0,0.012,0 - 1.5%,1,1,1,6
22288,Installed,47,Female,Xhosa,Married,35200,17900,235,281,17300,30,1,Matric,Agricultural Worker,Free State,9323,0.008,0 - 1.5%,1,1,1,6
22289,Installed,54,Female,English,Married,18000,6000,137,166,12000,15,1,Matric,Admin Officer,KwaZulu-Natal,0,0.017,1.5 - 2.5%,1,1,1,6
22290,Cancelled,29,Male,Xhosa,Single,11465,11465,0,0,0,31,31,Diploma,Account Clerk,Gauteng,122,0.018,1.5 - 2.5%,1,0,0,0
22291,Installed,54,Female,English,Divorced,45000,45000,603,1406,0,31,1,Professional,University Professor,Western Cape,0,0.013,0 - 1.5%,1,1,1,4
22292,Installed,42,Male,Xhosa,Single,6060,6060,112,97,0,2,2,Certificate,Railway Worker - Signalman,Gauteng,125,0.016,1.5 - 2.5%,1,1,1,1
22293,Cancelled,29,Male,Venda,Single,4000,4000,0,0,0,31,31,Certificate,Debt Collector,Gauteng,0,0.075,5% +,1,0,0,0
22294,Cancelled,49,Male,English,Married,5000,5000,0,0,0,31,31,Certificate,Chef,Gauteng,0,0.057,5% +,1,0,0,0
22295,Installed,55,Female,English,Widowed,37000,30000,194,194,7000,1,15,No Matric,Shebeen Owner - Licensed,KwaZulu-Natal,3201,0.005,0 - 1.5%,1,1,1,6
22296,Installed,46,Male,Venda,Married,60000,35000,1108,1108,25000,31,1,Matric,Security Manager,Limpopo,0,0.019,1.5 - 2.5%,1,1,1,6
22297,Cancelled,33,Female,Xhosa,Single,12600,12600,0,0,0,31,20,Matric,Office Administrator,Gauteng,2990,0.016,1.5 - 2.5%,1,0,0,0
22298,Cancelled,45,Female,English,Divorced,7500,6500,0,0,1000,31,31,Matric,Secretary,KwaZulu-Natal,0,0.024,1.5 - 2.5%,1,0,0,0
22299,Installed,48,Male,Sotho,Married,80000,50000,1829,1612,30000,28,1,Matric,Director - Other,Free State,0,0.02,1.5 - 2.5%,1,1,1,6
22300,Installed,52,Male,English,Widowed,11000,11000,224,145,0,15,16,Postgraduate,Administrator,Gauteng,0,0.013,0 - 1.5%,1,1,1,2
22301,Installed,48,Male,Sotho,Married,20000,20000,184,184,0,25,26,Matric,Machine Operator,Gauteng,0,0.009,0 - 1.5%,1,1,1,6
22302,Cancelled,38,Female,Zulu,Single,12000,12000,0,0,0,31,1,Matric,Financial Adviser,KwaZulu-Natal,3629,0.041,2.5 - 5%,1,0,0,0
22303,Installed,61,Male,Xhosa,Married,35200,17300,359,192,17900,1,1,No Matric,"Unemployed
House Builder",Free State,Kagisanong,0.006,0 - 1.5%,1,1,1,6
22304,Cancelled,34,Male,IsisNdebele,Married,45000,30000,0,0,15000,25,25,Degree,Factory Supervisor,Gauteng,0,0.005,0 - 1.5%,1,0,0,0
22305,Installed,57,Male,Tsonga,Married,42000,25000,1266,620,17000,15,15,Diploma,IT Manager,Limpopo,0,0.015,0 - 1.5%,1,1,1,2
22306,Installed,53,Male,English,Married,40000,20000,931,931,20000,10,10,No Matric,Manager - Transport - Administration Only,Western Cape,0,0.023,1.5 - 2.5%,1,1,1,6
22307,Cancelled,47,Female,Afrikaans,Divorced,2000,2000,0,0,0,8,8,No Matric,Unemployed,Northern Cape,0,0.184,5% +,1,1,0,1
22308,Cancelled,52,Male,Setswana,Married,40000,20000,0,0,20000,31,16,Diploma,Salesman,Gauteng,0,0.019,1.5 - 2.5%,1,0,0,0
22309,Cancelled,28,Male,Zulu,Single,10700,10700,0,0,0,25,25,No Matric,Machine Operator,Limpopo,626,0.053,5% +,1,0,0,0
22310,Installed,61,Female,English,Widowed,9500,9500,173,173,0,25,25,Matric,Credit Controller,Northern Cape,0,0.018,1.5 - 2.5%,1,1,1,4
22311,Cancelled,48,Male,Sotho,Married,34000,25600,0,0,8400,31,31,Matric,SAPS - Constable,Free State,0,0.005,0 - 1.5%,1,0,0,0
22312,Cancelled,25,Male,Sepedi,Single,100000,50000,0,0,50000,1,2,Certificate,Information Technology Technician,Limpopo,0,0.002,0 - 1.5%,1,0,0,0
22313,Installed,47,Male,Xhosa,Married,12000,8050,412,412,3950,28,29,Matric,Handler,Western Cape,0,0.034,2.5 - 5%,1,1,1,5
22314,Cancelled,53,Male,English,Married,10000,7000,0,0,3000,25,1,Diploma,Minister of Religion,Eastern Cape,0,0.078,5% +,1,1,0,3
22315,Cancelled,25,Male,English,Single,9500,9500,0,0,0,1,1,No Matric,Motor Mechanic,Western Cape,0,0.03,2.5 - 5%,1,0,0,0
22316,Installed,47,Female,Setswana,Divorced,19000,19000,373,373,0,15,30,Diploma,Teacher,Gauteng,0,0.02,1.5 - 2.5%,1,1,1,5
22317,Installed,49,Male,English,Married,15000,15000,479,479,0,30,1,Matric,Manager/Owner,Gauteng,0,0.032,2.5 - 5%,1,1,1,5
22318,Installed,52,Female,English,Married,50000,3000,374,374,47000,31,1,No Matric,Book Keeper,KwaZulu-Natal,4093,0.008,0 - 1.5%,1,1,1,5
22319,Cancelled,31,Male,Afrikaans,Single,23000,23000,0,0,0,31,1,Degree,Accountant,Western Cape,7560,0.02,1.5 - 2.5%,1,0,0,0
22320,Cancelled,44,Female,Xhosa,Single,14239,14239,0,0,0,30,31,Certificate,Health Education Officer,Eastern Cape,9744,0.013,0 - 1.5%,1,1,0,1
22321,Installed,36,Female,Zulu,Married,61000,43000,114,115,18000,29,29,Diploma,Human Resources Manager,Gauteng,0,0.002,0 - 1.5%,1,1,1,6
22322,Cancelled,48,Male,English,Married,50000,50000,0,0,0,31,1,Diploma,Mine Manager,Eastern Cape,0,0.084,5% +,1,0,0,0
22323,Cancelled,27,Male,Sotho,Single,6500,6500,0,0,0,1,25,No Matric,Installation Worker,Gauteng,0,0.017,1.5 - 2.5%,1,0,0,0
22324,Installed,37,Male,Xhosa,Single,28000,28000,1250,1007,0,30,20,Matric,Bus Driver,Eastern Cape,0,0.036,2.5 - 5%,1,0,1,0
22325,Cancelled,64,Male,Xhosa,Married,10800,9500,0,0,1300,31,31,Matric,Retired,Eastern Cape,0,0.037,2.5 - 5%,1,0,0,0
22326,Installed,39,Female,Zulu,Married,21300,21300,209,209,0,15,1,Degree,Prison Officer,KwaZulu-Natal,0,0.01,0 - 1.5%,1,1,1,6
22327,Cancelled,44,Female,Sotho,Married,18500,18500,0,0,0,31,1,Diploma,School Teacher,Gauteng,0,0.015,0 - 1.5%,1,0,0,0
22328,Cancelled,29,Male,Sepedi,Single,12000,12000,0,0,0,31,1,Matric,SAPS - Constable,Limpopo,0,0.016,1.5 - 2.5%,1,0,0,0
22329,Installed,56,Male,Afrikaans,Married,55000,55000,197,197,0,15,17,Degree,Finance Director,Gauteng,0,0.004,0 - 1.5%,1,1,1,7
22330,Cancelled,60,Male,English,Married,20000,15000,0,0,5000,1,15,Diploma,Tour Guide,Gauteng,84,0.024,1.5 - 2.5%,1,1,0,2
22331,Installed,35,Male,Zulu,Single,35000,35000,346,346,0,31,31,Degree,Mine Supervisor,Gauteng,0,0.01,0 - 1.5%,1,1,1,5
22332,Installed,47,Female,Zulu,Married,3700,3700,140,140,0,31,1,No Matric,Cleaner,North West,202,0.038,2.5 - 5%,1,1,1,6
22333,Cancelled,37,Female,Afrikaans,Married,9000,4000,0,0,5000,25,1,Certificate,Shop Assistant,Western Cape,6605,0.011,0 - 1.5%,1,0,0,0
22334,Installed,54,Female,Zulu,0,600,600,121,121,0,1,26,Matric,Retired,KwaZulu-Natal,0,0.202,5% +,1,1,1,5
22335,Cancelled,50,Female,Zulu,Widowed,1800,1800,0,0,0,7,7,Matric,Street Vendor,KwaZulu-Natal,0,0.069,5% +,1,1,0,1
22336,Installed,41,Male,English,Married,11800,7200,352,352,4600,31,1,Matric,Retired,Eastern Cape,0,0.03,2.5 - 5%,1,1,1,6
22337,Installed,26,Female,English,Married,18500,13500,157,157,5000,25,26,No Matric,Credit Control Clerk,KwaZulu-Natal,4092,0.009,0 - 1.5%,1,1,1,5
22338,Cancelled,45,Female,Sepedi,Married,37000,12000,0,0,25000,31,1,Diploma,Admin Clerk,Gauteng,0,0.008,0 - 1.5%,1,0,0,0
22339,Cancelled,25,Male,English,Single,10000,10000,0,0,0,27,1,Matric,Diesel Mechanic,Western Cape,0,0.057,5% +,1,0,0,0
22340,Cancelled,36,Female,Sotho,Single,15500,15500,0,0,0,20,20,Degree,"Teacher
School Teacher - Full Time",Eastern Cape,0,0.019,1.5 - 2.5%,1,1,0,2
22341,Installed,51,Female,English,Married,5000,5000,197,120,0,31,31,Matric,School Teacher,KwaZulu-Natal,2940,0.024,1.5 - 2.5%,1,1,1,1
22342,Cancelled,42,Female,Afrikaans,Married,1600,1600,0,0,0,20,20,Matric,Unemployed,Gauteng,0,0.099,5% +,1,0,0,0
22343,Installed,39,Male,English,Married,18000,10000,236,236,8000,1,31,Matric,Construction Worker,KwaZulu-Natal,0,0.013,0 - 1.5%,1,1,1,6
22344,Cancelled,37,Female,English,Married,25000,3750,0,0,21250,26,26,Matric,Admin Clerk,KwaZulu-Natal,0,0.004,0 - 1.5%,1,0,0,0
22345,Installed,28,Female,Setswana,Married,30000,17000,142,142,13000,31,15,Matric,Customs Inspector,Gauteng,0,0.005,0 - 1.5%,1,1,1,6
22346,Installed,38,Male,Setswana,Married,24900,24900,165,128,0,25,1,No Matric,Miner,Limpopo,0,0.005,0 - 1.5%,1,1,1,1
22347,Installed,35,Male,English,Married,40000,24000,859,859,16000,1,5,Diploma,Operations Officer,Western Cape,7785,0.022,1.5 - 2.5%,1,1,1,6
22348,Installed,57,Male,Venda,Married,2000,2000,166,231,0,31,1,Matric,Sanding Machine Operator,Limpopo,0,0.116,5% +,1,1,1,4
22349,Installed,48,Female,Afrikaans,Married,45000,9000,280,117,36000,31,1,Matric,Housewife,Eastern Cape,6220,0.003,0 - 1.5%,1,1,1,2
22350,Cancelled,56,Female,Sotho,Married,16000,4000,0,0,12000,31,31,Matric,Children's Nursery Proprietor,Mpumalanga,2271,0.009,0 - 1.5%,1,0,0,0
22351,Cancelled,36,Male,Sepedi,Married,5000,5000,0,0,0,31,5,Certificate,Chef,Limpopo,1150,0.034,2.5 - 5%,1,0,0,0
22352,Installed,40,Male,Afrikaans,Single,110000,10000,344,176,100000,1,1,No Matric,Shop Owner,Mpumalanga,0,0.002,0 - 1.5%,1,1,1,1
22353,Installed,42,Male,English,Married,103000,103000,352,352,0,27,28,Postgraduate,Commercial Manager,Gauteng,0,0.003,0 - 1.5%,1,1,1,6
22354,Installed,38,Female,English,Married,713333,71333,207,207,642000,20,20,Degree,Compliance Officer,Gauteng,1700,0,0 - 1.5%,1,1,1,7
22355,Cancelled,30,Female,Xhosa,Married,24000,19565,0,0,4435,28,30,Degree,IT Support,Gauteng,0,0.006,0 - 1.5%,1,1,0,3
22356,Cancelled,20,Male,Sotho,Single,6000,6000,0,0,0,25,26,No Matric,General Assistant,Free State,9430,0.043,2.5 - 5%,1,0,0,0
22357,Cancelled,50,Female,Setswana,Single,17800,17800,0,0,0,26,27,Degree,"Teacher
Middle School Teacher",Gauteng,190,0.018,1.5 - 2.5%,1,0,0,0
22358,Cancelled,48,Male,Afrikaans,Married,11500,11500,0,0,0,31,31,No Matric,Mine Worker,Northern Cape,8244,0.02,1.5 - 2.5%,1,0,0,0
22359,Cancelled,39,Male,Setswana,Married,20000,20000,0,0,0,26,26,Postgraduate,Lecturer - Full Time,North West,0,0.012,0 - 1.5%,1,1,0,2
22360,Installed,33,Male,Zulu,Single,26000,26000,208,208,0,26,27,Diploma,Laboratory Manager - Supervisory and Some Testing,KwaZulu-Natal,0,0.008,0 - 1.5%,1,1,1,5
22361,Installed,51,Female,Xhosa,Married,17000,17000,358,358,0,31,30,Diploma,Teacher - Full Time,KwaZulu-Natal,0,0.021,1.5 - 2.5%,1,0,1,0
22362,Installed,56,Male,Sotho,Married,62000,32000,541,541,30000,15,15,Diploma,Nurse,Free State,0,0.009,0 - 1.5%,1,1,1,6
22363,Cancelled,59,Male,Xhosa,Married,15000,10000,0,0,5000,31,31,Matric,Boilermaker,Gauteng,0,0.012,0 - 1.5%,1,0,0,0
22364,Cancelled,38,Female,Afrikaans,Married,28000,5600,0,0,22400,25,25,Matric,Housewife,Gauteng,0,0.008,0 - 1.5%,1,0,0,0
22365,Cancelled,36,Female,Xhosa,Single,11200,11200,0,0,0,15,1,Matric,Admin Clerk,Western Cape,0,0.011,0 - 1.5%,1,0,0,0
22366,Installed,28,Male,Zulu,Single,29000,29000,464,263,0,25,26,Matric,brewery worker,Gauteng,1754,0.009,0 - 1.5%,1,0,1,0
22367,Installed,42,Female,Zulu,Married,29000,15000,220,199,14000,31,15,Diploma,School Teacher,Gauteng,2190,0.012,0 - 1.5%,1,1,1,1
22368,Installed,38,Female,Xhosa,Married,21000,6600,243,243,14400,25,25,Matric,Admin Clerk,Western Cape,0,0.012,0 - 1.5%,1,1,1,6
22369,Installed,23,Female,English,Single,12000,7000,391,391,5000,29,1,Matric,Store Manager,Western Cape,7785,0.033,2.5 - 5%,1,1,1,4
22370,Installed,42,Female,English,Married,20500,10200,142,142,10300,31,1,Diploma,Sales Coordinator,KwaZulu-Natal,0,0.007,0 - 1.5%,1,1,1,5
22371,Cancelled,53,Female,English,Married,20500,8500,0,0,12000,27,1,Matric,Administrator,Western Cape,0,0.039,2.5 - 5%,1,0,0,0
22372,Installed,57,Female,English,Widowed,25000,20000,660,660,5000,31,10,Degree,Finance Manager,Gauteng,0,0.026,2.5 - 5%,1,1,1,5
22373,Installed,55,Female,Afrikaans,Married,2600,1300,192,192,1300,31,1,No Matric,Retired,Eastern Cape,6229,0.074,5% +,1,1,1,1
22374,Installed,34,Male,Sotho,Married,14500,14500,275,275,0,25,25,Matric,Mine Supervisor,North West,0,0.019,1.5 - 2.5%,1,1,1,5
22375,Installed,45,Male,English,Married,50000,50000,1277,1213,0,2,2,No Matric,Mechanical Engineer,KwaZulu-Natal,0,0.024,1.5 - 2.5%,1,1,1,6
22376,Cancelled,55,Female,Zulu,Single,35000,35000,0,0,0,31,1,Degree,Attorney,Gauteng,0,0.013,0 - 1.5%,1,0,0,0
22377,Installed,34,Female,Xhosa,Single,10000,10000,146,146,0,15,15,Matric,Probation Officer,Eastern Cape,0,0.015,0 - 1.5%,1,1,1,6
22378,Installed,48,Male,English,Married,65000,45000,987,987,20000,10,10,Certificate,"Truck Driver - Heavy Duty, Local/Regional Only",Gauteng,0,0.015,1.5 - 2.5%,1,1,1,6
22379,Installed,39,Male,Setswana,Widowed,17000,17000,368,247,0,25,25,Matric,Surveyor - Mining,North West,0,0.015,0 - 1.5%,1,0,1,0
22380,Cancelled,42,Female,Sotho,Married,20000,8500,0,0,11500,31,1,Diploma,Human Resources Assistant,Gauteng,1983,0.015,0 - 1.5%,1,0,0,0
22381,Cancelled,43,Female,English,Married,25000,3000,0,0,22000,1,1,No Matric,Teacher,North West,0,0.022,1.5 - 2.5%,1,0,0,0
22382,Installed,54,Female,Setswana,Widowed,11700,6700,225,225,5000,26,26,Matric,Receptionist,Gauteng,0,0.019,1.5 - 2.5%,1,1,1,5
22383,Cancelled,46,Male,Zulu,Married,32000,20000,0,0,12000,15,15,Diploma,School Teacher,KwaZulu-Natal,0,0.01,0 - 1.5%,1,1,0,3
22384,Cancelled,37,Male,Sotho,Married,5000,3000,0,0,2000,25,1,Matric,Electronics Technician,Limpopo,0,0.026,2.5 - 5%,1,0,0,0
22385,Cancelled,32,Male,Tsonga,Single,18000,18000,0,0,0,31,27,Matric,Railway Train Driver,North West,0,0.027,2.5 - 5%,1,0,0,0
22386,Installed,52,Female,English,Married,50000,27000,500,500,23000,25,26,Diploma,Manager - Other,KwaZulu-Natal,4093,0.01,0 - 1.5%,1,1,1,5
22387,Installed,62,Male,Afrikaans,Married,45000,35000,1315,1315,10000,1,1,Diploma,Farmer,Mpumalanga,0,0.029,2.5 - 5%,1,1,1,6
22388,Installed,45,Male,Zulu,Single,18000,18000,135,91,0,25,25,No Matric,Company Representative,KwaZulu-Natal,0,0.011,0 - 1.5%,1,1,1,4
22389,Installed,41,Male,Sepedi,Married,29400,29400,308,308,0,15,15,Degree,Traffic Inspector,Gauteng,1459,0.011,0 - 1.5%,1,1,1,6
22390,Installed,51,Female,Tsonga,Married,15000,2800,106,106,12200,15,1,Diploma,Pharmacist Assistant,Limpopo,970,0.007,0 - 1.5%,1,1,1,5
22391,Cancelled,48,Female,Afrikaans,Divorced,20000,20000,0,0,0,31,1,Diploma,Invoice Clerk,Mpumalanga,0,0.04,2.5 - 5%,1,0,0,0
22392,Installed,55,Female,Zulu,Married,7000,3300,360,360,3700,31,1,No Matric,Domestic Worker,KwaZulu-Natal,4339,0.051,5% +,1,1,1,6
22393,Installed,47,Male,English,Single,50000,50000,734,734,0,31,1,Diploma,Project Engineer,Gauteng,0,0.015,0 - 1.5%,1,1,1,5
22394,Installed,35,Female,Setswana,Single,29000,29000,171,171,0,31,31,Postgraduate,Environment Agency Staff - Admin Only,Gauteng,0,0.006,0 - 1.5%,1,1,1,6
22395,Installed,41,Male,Setswana,Married,12300,9300,370,370,3000,25,26,Matric,Machine Operator,Gauteng,0,0.03,2.5 - 5%,1,1,1,4
22396,Installed,53,Female,Xhosa,Widowed,23600,15000,113,113,8600,31,31,Degree,College Lecturer,Gauteng,0,0.005,0 - 1.5%,1,1,1,5
22397,Cancelled,62,Male,Tsonga,Married,7000,1200,0,0,5800,7,8,No Matric,Unemployed,Gauteng,2090,0.029,2.5 - 5%,1,0,0,0
22398,Cancelled,49,Female,English,Married,85000,40000,0,0,45000,31,1,Diploma,Admin Clerk,KwaZulu-Natal,0,0.018,1.5 - 2.5%,1,0,0,0
22399,Cancelled,38,Female,English,Widowed,7775,7775,0,0,0,31,31,No Matric,Infant School Teacher,Western Cape,7395,0.06,5% +,1,0,0,0
22400,Installed,34,Female,Sotho,Single,8500,8500,222,222,0,30,2,Matric,Sales Consultant,Gauteng,1809,0.026,2.5 - 5%,1,1,1,5
22401,Installed,47,Female,English,Widowed,19800,19800,522,522,0,25,25,Degree,Credit Controller - Admin Only,Gauteng,1619,0.026,2.5 - 5%,1,1,1,6
